2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
4.887868716305112E-16 4.4117987885458036E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
4.887868716305112E-16 4.4117987885458036E-14 
1.4639348241357855E-15 3.8873935262465093E-14 
2.9680619903142356E-15 1.7026296197950993E-14 
